imdb_id,name
nm1055358,Sasa Dobrovolná
nm5474274,Costantino Del Maso
nm0250613,Laura Efrikian
nm0744917,Lillian Roth
nm0126885,Jeanne Bérangère
nm1301646,Lorenzino Pery
nm1679227,Léon Pollos
nm1531074,Olimpia Barroero
nm0872465,Jack Trevor
nm1214705,Laura Faina
nm4724421,Andrea Musi
nm0869224,Otello Toso
nm2548379,Signora Mugnaini
nm9216151,Polaire
nm0848445,Franca Tamantini
nm4724483,Eros Mazzeranghi
nm1298258,Stefano Bissi
nm0683647,Camillo Pilotto
nm0585936,Armando Migliari
nm0610618,Umberto Mozzato
nm0275200,Pierre Ferval
nm1122936,Alfredo Morati
nm0553808,Ferdinand Martini
nm0781232,Rolfe Sedan
nm1480930,Wim De Bie
nm0783288,Elizabeth Sellars
nm1507655,Alberto Campi
nm0366607,Victor Hartberg
nm1167471,Linda Scalera
nm0663108,Renée Parme
nm0324912,Ligia de Golconda
nm0655833,Lea Padovani
nm1293649,Serafino Mastracchio
nm0784857,Massimo Serato
nm4722958,Mira Dois
nm0698729,Felicita Prosdocimi
nm0172094,Federico Collino
nm0850442,Max Turilli
nm0616343,Guadalupe Muñoz Sampedro
nm0816528,Peppino Spadaro
nm0873732,Adolfo Trouché
nm0199775,Lucciana Danieli
nm1883759,René Kessler
nm0167032,Gustav von Seyffertitz
nm0661483,Narciso Parigi
nm0782225,Andrés de Segurola
nm0723802,Fritz Richard
nm1272509,Ettore Mazzanti
nm0917467,Paul Wegener
nm1717251,Mario Sernicola
nm0216847,Carlo Delfini
nm0524602,Elvira Lucianti
nm0051737,Augusto Bandini
nm0699753,Maria Puccini
nm0063375,Giulio Bazzini
nm0899933,Italia Vitaliani
nm0652800,Carolina Otero
nm0210582,Mimmo De Ninno
nm2670921,Romero Valvidares
nm0674358,Gino Pernice
nm0526921,Ignazio Lupi
nm0244596,Carlo Duse
nm0094766,Ferdinand Bonn
nm0302942,Angelo Gallina
nm1293512,Lydianne
nm0135055,Vittorio Capellaro
nm0140000,Mario Carrara
nm0843313,Igo Sym
nm0019030,Michèle Alfa
nm1576164,Thea Steinbrecher
nm0780425,Ynez Seabury
nm0850236,Nino Taranto
nm0762408,Thea Sandten
nm0415199,Gaston Jacquet
nm1068638,Mario Bardella
nm0087404,Clara Blandick
nm1301779,Diomede Procaccini
nm0173049,Eugenio Colombo
nm0161750,Amedeo Ciaffi
nm0814433,Corrado Sonni
nm1138837,Enrico Baroni
nm2683174,Signor Di Mezzo
nm0104418,Paulo Branco
nm0599981,Enrico Monti
nm0166706,Marino Masé
nm0516640,Marcel Loche
nm1506438,Ermena Malusardi
nm1291156,Olga Berndt
nm0277765,Giorgio Fini
nm0807564,Bruno Smith
nm0673035,Eugenio Perego
nm0129316,Giuliana Calandra
nm0028114,Paule Andral
nm0290951,Harry Frank
nm1273032,Paolo Sersale
nm0115834,Werner Bruhns
nm0245931,Adolf Dymsza
nm2711208,Gemma Farina
nm1148789,Cesare Gani Carini
nm1518450,Anna De Marco
nm0307491,Gianni Garko
nm0636593,Silvio Noto
nm0212191,Attilio De Virgiliis
nm3694817,Evaldo Rogato
nm0955963,Marc Ziboulsky
nm0639529,Edmond O'Brien
nm1408188,Alessandra Varna
nm0143332,Maria Caserini
nm1216023,Francesco Cacace
nm0385872,Hans Hinrich
nm0095979,Paola Borboni
nm4348492,Diana Riva
nm0547155,Maurice Mariaud
nm1533331,Eugenio Vecchioni
nm2923373,Mity Mignone
nm2594564,Marchese Mario Centurione
nm1302310,Elisa Severi
nm0425512,Kay Johnson
nm1287181,Giuseppe Farnesi
nm0590452,Sandra Milo
nm0137638,Mary Carlisle
nm0841797,Gloria Swanson
nm0534011,Giulio Maculani
nm0502146,Leonardo Scavino
nm0131036,Giulio Calì
nm4723040,Nerina Stuart
nm1195163,Bernard Koowost
nm1292202,Mary Fleuron
nm1252987,Bianca Renieri
nm0134993,Giorgio Capecchi
nm0913291,Hanns Waschatko
nm0232232,Maria Donati
nm0509573,Harry Liedtke
nm0613824,Salvator Mureddu
nm0600829,Robert Moor
nm0723039,Enrico Ribulsi
nm0301378,Enzo Gainotti
nm0018828,Lili Alexandra
nm0162448,Giovanni Cini
nm0941731,Vera Worth
nm0901763,Franco Volpi
nm1458446,Toni Ebärg
nm1488840,Toni Wittels
nm1164209,Enrico Di Domenico
nm1267258,Carlo Troisi
nm0138602,Stelio Carnabuci
nm0547629,Gino Maringola
nm0800626,Sara Simoni
nm0951504,Carla Zaccaria
nm0199287,Raymond Dandy
nm0743102,Gian Paolo Rosmino
nm0621856,Maurice Nasil
nm0650753,Umberto Orsini
nm0143303,Luigi Casellato
nm1092230,Mario Mina
nm0208375,Peppino De Filippo
nm1273312,Olga Vannelli
nm0615407,Alexander Murski
nm0688787,Pauline Polaire
nm0956984,Uccia Zini
nm1168842,Rino Castelli
nm0064891,Cesare Bettarini
nm0785802,Luigi Serventi
nm0865998,Riccardo Tolentino
nm0553335,Alfredo Martinelli
nm0526958,Alberto Lupo
nm2269238,Giuseppe Mari
nm0764916,Marthe Sarbel
nm0656474,Ugo Pagliai
nm0667546,Livio Pavanelli
nm0227329,Dimitri Dimitriev
nm0637713,Laura Nucci
nm0046670,Aristide Baghetti
nm1183352,Franca Nuti
nm1138324,William Howard Taft
nm0744105,Vittorio Rossi Pianelli
nm0223296,Elliott Dexter
nm0001128,Alain Delon
nm0815054,Alexandra Sorina
nm0187927,Erno Crisa
nm0957866,Lia Zoppelli
nm0076005,Clelia Bernacchi
nm0165061,D.A. Clarke-Smith
nm0164314,Dante Posani
nm0441193,Kurt Katch
nm0957535,Nietta Zocchi
nm0874575,Georges Tréville
nm0304862,Ferruccio Garavaglia
nm0491471,Gino Leurini
nm0212234,Carl de Vogt
nm0056761,Jean-Louis Barrault
nm1256644,Ria Bruna
nm0844359,Stefan Szwarc
nm0673034,Didi Perego
nm0678689,Amilcare Pettinelli
nm0510639,Carlo Lima
nm0585071,Serena Michelotti
nm2560978,Jer Paul
nm2110741,Paul Sato
nm0111751,Tyler Brooke
nm2560901,Signore Marcelli
nm0250564,Enrico Effernelli
nm0001811,Peter Ustinov
nm0176184,Augusto Contardi
nm0345791,Maurizio Guelfi
nm0478880,Antonio La Raina
nm0108386,Willy Brezza
nm0545294,Elspeth March
nm0660012,Raoul Paoli
nm0459030,Rudolf Klein-Rogge
nm0605398,Franco Moruzzi
nm0265827,Paolo Falace
nm0784988,Gustavo Serena
nm0758162,Heinz Salfner
nm0686263,Claude Piéplu
nm0800562,Carlo Simoneschi
nm2489146,Elena Bottone
nm0655063,Erich Pabst
nm0901591,Mario Voller-Buzzi
nm0910435,Léon Walther
nm0095155,Nella Maria Bonora
nm0144313,Giulia Cassini-Rizzotto
nm1294840,Shorer
nm0856480,Fulvio Testi
nm0813059,Edda Soligo
nm0632425,Ave Ninchi
nm0061453,Antonio Battistella
nm0484883,Marina Lando
nm0747990,Howard Nelson Rubien
nm0275023,Edda Ferronao
nm0194923,Gemma D'Alba
nm0691728,Giuseppe Porelli
nm0224058,Matilde Di Marzio
nm2891441,Margherita Losanges
nm2710145,Elsa Lazzerini
nm0254031,Nino Eller
nm0730109,André Roanne
nm0076870,Georges Bernier
nm0537222,Léon Mathot
nm0893445,Vittorio Venturoli
nm0114733,Strelsa Brown
nm0197652,Carlo Dale
nm0104392,Armando Brancia
nm1252368,Arrigo Marchio
nm0684838,Antonio Piovanelli
nm0330926,Gorella Gori
nm0140015,Tino Carraro
nm0148451,Bianca Maria Cerasoli
nm0830135,Magnus Stifter
nm1917503,Gennaro Berenzone
nm0410352,Boyd Irwin
nm0269576,Jean Fay
nm0345208,Mario Guaita-Ausonia
nm0670979,Ettore Petrolini
nm0045263,Lina Bacci
nm0660018,Evelina Paoli
nm0109469,Jeanne Brindeau
nm9184654,Auguste Hirschauer
nm0558308,Vanni Materassi
nm0144302,Alfonso Cassini
nm0535487,Anna Maestri
nm0379273,Lilian Hermann
nm0046785,Silvio Bagolini
nm0206312,Jean Dax
nm5403737,Carlo Cuppini
nm0018437,Georg Alexander
nm0307986,Martin Garralaga
nm5474283,Doly Barns
nm0406390,Bonaventura Ibáñez
nm2178858,Elvira Zoppetti
nm0865493,Sergio Tofano
nm1300043,Signora Innocenti
nm0637496,André Nox
nm0171729,Gioia Collei
nm0192958,Finlay Currie
nm0669587,Franco Pechini
nm5394542,Flavio Jacovelli
nm0675692,Giuseppe Pertile
nm0538969,Michele Malaspina
nm0243842,Giustino Durano
nm0355185,Michal Halicz
nm9182914,Edith de Leeuw
nm0037613,Carmelo Artale
nm0140054,Joaquín Carrasco
nm0136437,Angela Cardile
nm2553775,Amerigo Tramonti
nm1253342,Luigi Stinchi
nm0318670,Gwenllian Gill
nm1301996,Anna Rocchi
nm0487727,Leonie Laporte
nm0889527,Emilio Vardannes
nm0545067,Augusto Marcacci
nm0012407,Rosina Adrario
nm0777579,Hanns Schwarz
nm0479742,Pierre Labry
nm0274079,Giuseppe Ferrari
nm1299899,Hghia
nm1708604,Andreas von Halberstadt
nm0543484,Manlio Mannozzi
nm0098669,Virgilio Botti
nm0000052,Marcello Mastroianni
nm0613623,Lucien Muratore
nm0187642,Vasco Creti
nm0380304,Marcel Herrand
nm0626197,Donatella Neri
nm0070958,Armando Benetti
nm0340553,Dolly Grey
nm0246458,Rosita Díaz Gimeno
nm1280957,Maria Pirani Ricci
nm1085155,Paola Coppola
nm0832375,Paolo Stoppa
nm0622799,Renato Navarrini
nm0315986,Gianna Giachetti
nm0885965,Edmond Van Daële
nm0520553,Loredana
nm2723864,Dirk van Weelden
nm0666006,Albert Patry
nm0702894,Lidia Quaranta
nm0321346,Lea Giunchi
nm0616913,John Myhers
nm0240024,Ludmilla Dudarova
nm1131568,Jack King
nm5403749,Armando Mezzogori
nm0959922,Jeanne Étiévant
nm0699736,Mario Pucci
nm0080697,Ferruccio Biancini
nm0268803,Cesare Fasulo
nm2493690,Emilio Graziani-Walter
nm0569466,Frank McGlynn Sr.
nm0813082,Marisa Solinas
nm0684841,Pina Piovani
nm5037497,Helen Petrovic-Njegos of Montenegro
nm2557586,Anna Maria Di Villabruna
nm0098700,Mariano Bottino
nm0270767,Harry Feist
nm1271564,Eduardo D'Accursio
nm3925036,Benjamin Wilkes
nm0034665,Harry Nestor
nm1743216,Lia Tschung Tsching
nm1578876,Vitale De Stefano
nm0254995,Mirko Ellis
nm1302908,Carlo Valenzi
nm1166839,Gerardo Panipucci
nm0814773,Alberto Sordi
nm0135635,Olga Capri
nm9317004,Alain Saint-Ogan
nm0016290,Marcella Albani
nm0373928,Paul Heidemann
nm0480742,Andrée Lafayette
nm0658425,Renzo Palmer
nm1085415,Bianca Galvan
nm1801799,Paola Vinci
nm0277276,Nunzio Filogamo
nm1876283,Jonny Cox
nm0902408,Wilhelm von Haxthausen
nm0036459,Gertrud Arnold
nm0313123,Olga Vittoria Gentilli
nm0146028,Carolina Catena
nm1992113,Alberto Castelli
nm0135462,Maria Capparelli
nm0257262,Andrews Engelmann
nm0894503,Marisa Vernati
nm0382357,Emil Heyse
nm0213831,Diana Decker
nm0209738,Giuseppe de Liguoro
nm1526655,Laura Orette
nm0276132,Edward Fielding
nm0952610,Gero Zambuto
nm0175945,Enzo Consoli
nm4723034,Doly Pax
nm0485226,Allan Lane
nm1281320,Gemma Stagno Bellincioni
nm0174150,Dante Cona
nm0864403,Alice Tissot
nm0830763,Henry Stockbridge
nm0000047,Sophia Loren
nm1707984,Groenewald
nm1044819,Marcello Bertini
nm0889115,Eva Vanicek
nm0013789,Gianni Agus
nm0089266,Raymond Bloomer
nm0079341,Laura Betti
nm1169375,Giacomo Ricci
nm0286480,Cia Fornaroli
nm0207107,Alfredo De Antoni
nm0899932,Evangelina Vitaliani
nm0000072,Elizabeth Taylor
nm0135632,Marcya Capri
nm0094529,Carmen Boni
nm0244602,Vittorio Duse
nm1707879,Gino Donato
nm0757064,S.Z. Sakall
nm0208662,Dario De Grassi
nm0385951,Carlo Hintermann
nm0347032,Matilde Guillaume
nm0202679,José Davert
nm1547876,Amelia Amorosi
nm1988922,Angelo Marsili
nm2508473,Annunziata Pasquali
nm0208352,Gemma De Ferrari
nm0304860,Adele Garavaglia
nm0861204,Renée Thorel
nm0887830,Raimondo Van Riel
nm0137457,Mimì Carli
nm0440986,Bruno Kastner
nm1164200,Renato Devi
nm0726019,Sara Ridolfi
nm1995395,Nello Rocchi
nm0103320,Leslie Bradley
nm0481343,Nais Lago
nm2512468,Maurice Dey
nm0063634,Scott R. Beal
nm0139215,Nello Carotenuto
nm2562341,Armanda Bonino
nm8348923,Bondineff
nm0078543,Isabel Berwin
nm2708364,Alfredo Marchetti
nm0157951,Giuseppe Chinnici
nm0055823,Boris Barnet
nm0210469,Marguerite de Morlaye
nm0694096,Don Powell
nm0888871,Ellinor Vanderveer
nm0542870,Margaret Mann
nm2454902,Signora Mayda
nm0362501,Harry Hardt
nm0796662,Sylvia Sidney
nm0420695,Joe Jencík
nm0020568,Harry Allen
nm1494284,Vittorio Simbolotti
nm0142821,Giannetto Casaleggio
nm0209609,Isabel De Lizaso
nm1045984,Erasmo Lo Presto
nm2526103,Mary Monteverde
nm1014337,Marika Aba
nm0036324,Sig Arno
nm0875630,William Tubbs
nm0383819,Doris Hild
nm0548053,Lia Maris
nm0780978,Gennaro Sebastiani
nm0913727,Hans Wassmann
nm1416156,Nuccia Lenzi
nm0303823,Warburton Gamble
nm0666842,Gloria Paul
nm0060417,Donato Di Sepio
nm0813006,Varo Soleri
nm0304864,Leo Garavaglia
nm0019420,Hadji Ali
nm0895705,Adriana Vianello
nm1007027,Letizia Frezza
nm1148298,Armando Cresti
nm0207961,Ferruccio De Ceresa
nm0237411,Daniella Drei
nm1364282,Cesare Polesello
nm0266741,Vittorio Fanfoni
nm0728489,Rita
nm2667814,Iolanda Migliori
nm0524306,Wilfred Lucas
nm2543880,Laura Algonzino
nm0865072,Malcolm Tod
nm0080752,Tranquillo Bianco
nm0836765,Hans Stüwe
nm0771998,Fido Schirru
nm0078055,Marina Berti
nm0651334,Attilio Ortolani
nm2246081,Giuseppina Setti
nm1286919,Eugenia Cigoli
nm0658551,Bruno Emanuel Palmi
nm0147182,Angela Cavo
nm0346808,Paul Guidé
nm1287032,Achille De Riso
nm0312890,Leo Genn
nm3940265,Armando Spaccarelli
nm0315648,Cesarina Gheraldi
nm0872820,Amedeo Trilli
nm0593671,Rhea Mitchell
nm1162214,Walter Lang
nm2562535,Rina Pirani
nm0812726,Laura Solari
nm0400902,Robin Hughes
nm1910683,Alberto Alberti
nm1089289,Enrico Capoleoni
nm0034068,George Ardisson
nm0817881,Bud Spencer
nm0648851,Giovanni Onorato
nm1165819,Antonietta Lambroni
nm0551611,Martelli
nm0413064,Silvana Jachino
nm1909921,Fulvio Chialastri
nm2244871,Ottorino Guerrini
nm1015495,George Restivo
nm1266871,Fernando Ribacchi
nm0130050,Calisto Calisti
nm0208035,Patrizia De Clara
nm1291308,Ignazio Bracci
nm0431145,Pierre Jourdan
nm1135828,Jaap De Hoop Scheffer
nm0098154,Renato Bossi
nm0583947,Andrea Miano
nm0973468,Aleksander Maniecki
nm0582500,Felice Metellio
nm0132135,Carlo Campanini
nm1300818,Max Magnus
nm0313899,Jim Gérald
nm0264776,Valeria Fabrizi
nm2755090,Ella Hrabánková
nm0100445,Piera Bouvier
nm0777758,N. Schweidel
nm0303742,Domenico Gambino
nm0443483,Charles Willy Kayser
nm0522256,Giovanni Lovatelli
nm0163588,Aimé Clariond
nm0394806,Camilla Horn
nm2180681,Dino Cardinali
nm0225905,Wilhelm Diegelmann
nm0702893,Letizia Quaranta
nm0287347,Giuseppe Fortis
nm0442304,Christine Kaufmann
nm1760241,Inga Krafft
nm0179386,María Corda
nm0819022,Fritz Spira
nm0266946,Cristina Fantoni
nm0575616,Harriet Medin
nm0871215,Ludwig Trautmann
nm0244700,Mara Dussia
nm0232228,Kara Donati
nm0692826,Guy Bates Post
nm0003638,F.W. Murnau
nm1299354,Genevieve Floria
nm0553360,Guido Martinelli
nm0073472,Oscar Beregi Sr.
nm1758727,Paul Burgen
nm5040210,Nathan Straus
nm0321501,Loris Gizzi
nm0413063,Carlo Jachino
nm0880619,Friedrich Ulmer
nm0174582,Giovanni Conforti
nm1293560,Raoul Maillard
nm0768684,Ciro Scafa
nm0724253,Miss Richards
nm5474316,Mauro Ciani
nm4311246,Liliana Del Basso
nm4311114,Paolo Rosmino
nm0097840,Mauro Bosco
nm0011732,Giuseppe Addobbati
nm0460337,Eugen Klöpfer
nm1294238,Fulvia Perini
nm0317064,Kenneth Gibson
nm0536128,Bianca Magliacca
nm1412851,Liana Persi
nm0093251,Gemma Bolognesi
nm0900143,Monica Vitti
nm0075170,Joaquín Bergía
nm1300506,Leopoldo Lamari
nm0362483,Édouard Hardoux
nm0782962,Evelyn Selbie
nm1514324,Eraldo Giunchi
nm0598266,David Monko
nm0870995,Silvano Tranquilli
nm0563497,Piero Mazzarella
nm1250893,Filippo Castamagna
nm1294250,Nicola Pescatori
nm0612845,Diego Muni
nm0957867,Cesare Zoppetti
nm1884765,Sig. Carmi
nm0001012,Claudia Cardinale
nm5402961,Gianfranco Gardoni
nm0902607,Leopold von Ledebur
nm3925942,John Binns
nm0146333,Bruno Cattaneo
nm0911133,Hedwig Wangel
nm0584968,Daniele Micheletti
nm0232833,René Donnio
nm0095950,Caterina Boratto
nm0897650,Roberto Villa
nm1168956,Antonio Ferrara
nm2559151,Wanda Leon
nm2709355,Clelia Zucchini
nm0220471,Ernst Dernburg
nm0739971,Mario Roncoroni
nm0867930,Renata Torelli
nm0597903,Vittorina Moneta
nm1367051,Alda Grimaldi
nm0358657,Charles Hammond
nm0779393,Josephine Scott
nm3292581,Anna Menichetti
nm1108927,Renato Del Grillo
nm4722967,Nono Mondon
nm0426710,Julanne Johnston
nm0026655,Eddie 'Rochester' Anderson
nm1271993,Contessa Henry
nm1291706,Beppo Corradi
nm0632480,Ninne
nm0959921,Henri Étiévant
nm0415591,Dean Jagger
nm0033475,Manuel Arbó
nm0822275,Mila Stanic
nm0401555,Joop van Hulzen
nm1296672,Anna Cipriani
nm0619261,Conrad Nagel
nm0892008,Dianora Veiga
nm1295392,Ruy Vismara
nm0207099,Wilma De Angelis
nm0689869,N. Poltavtseva
nm0321407,Carlo Giustini
nm0008759,William L. Abingdon
nm1277772,Rina Valotti
nm1212729,Eliana D'Alessio
nm1269902,Elettra Raggio
nm0123972,Ernst Busch
nm0699522,Albert Préjean
nm0632426,Carlo Ninchi
nm0757129,Michele Sakara
nm3287138,Aldo Pierantoni
nm2563820,Signore Catellini
nm0617050,John Mylong
nm0744242,Luigi Rossi
nm0221782,Jo Dest
nm0626520,Loni Nest
nm0850961,Riccardo Tassani
nm0544331,Domenico Marverti
nm0842522,Josef Swickard
nm0173189,Clara Colosimo
nm1260966,Max Lentlos
nm4723014,Marcella Latina
nm0544075,Franca Mantelli
nm2497095,Paola Gurga
nm0557615,Leopoldo Mastelloni
nm0834386,Marjorie Strickland
nm0609243,Hallen Mostyn
nm0094687,Marcello Bonini Olas
nm0750877,Cristina Ruspoli
nm0132036,Pio Campa
nm0591593,Lina Tartara Minora
nm5474284,Giulia Carravieri
nm0179877,Rafael Storm
nm0616027,Jone Salinas
nm4723043,Ninì Ferro
nm0313455,Jack George
nm1301680,Renato Piacentini
nm4309815,Athos Contarini
nm0821543,Enzo Staiola
nm0896060,Antonio Vico
nm0100655,Mariolina Bovo
nm0679170,Gerardo Peña
nm1146178,Marcella Sabbatini
nm0577811,Giovanni Melisenda
nm0028324,Manuela Andrei
nm5272873,Giorgio Molinari
nm0239207,Agnese Dubbini
nm5474266,Valerio Nuti
nm1297946,Giulio Andreotti
nm0197532,Nino Dal Fabbro
nm0657537,Enrico Palermi
nm8348926,Devars
nm0604871,Marina Morgan
nm0077785,Camille Bert
nm0429406,Valerie Jones
nm0541113,Fulvia Mammi
nm0864203,Romualdo Tirado
nm0821422,Giuseppe Stagnitti
nm1409964,Bianca Beltrami
nm0154804,Andrea Checchi
nm2483676,Marion Odette
nm0560915,Georges Mauloy
nm0747570,Natalya Rozenel
nm0383844,Hilde Hildebrand
nm0267585,Lilian Farkas
nm0689162,Otello Polini
nm3940341,Riccardo Pantellini
nm0504811,Rudolf Lettinger
nm0029671,Jean Angelo
nm1798245,Bonda Szynglarski
nm0271014,Dante Feldman
nm0230899,Dario Dolci
nm0904492,Daniil Vvedenskiy
nm8348921,Aslanoff
nm0856386,Nella Tessieri-Frediani
nm0541445,Beatrice Mancini
nm1425470,Guido Paolo Marziali
nm0700689,Margarita Puratich
nm0439452,Roger Karl
nm0777951,Ellen Schwiers
nm0001257,Ava Gardner
nm0215699,Norma Giacchero
nm0563481,Anna Mazzamauro
nm0816496,Marcello Spada
nm0636772,Norma Nova
nm1067685,Mila Vannucci
nm0716577,Serge Reggiani
nm0771931,Wim T. Schippers
nm0738519,Fraenze Roloff
nm2450029,Elsa Villanis
nm0208370,Eduardo De Filippo
nm0130969,María Calvo
nm2217436,Evelyn Morgan
nm1550508,Dante Majeroni
nm0872689,Leopoldo Trieste
nm0668391,Louis Payne
nm0743966,Carmela Rossato
nm0827509,Ford Sterling
nm1428252,Bianca Camarda
nm6043645,Romilda Villani
nm0681441,Lamberto Picasso
nm0000039,Deborah Kerr
nm0897002,Domenico Viglione Borghese
nm0561221,Eleonora Mauro
nm1279130,Sergio Dionisi
nm0919225,Hanni Weisse
nm0215516,Ubaldo Maria Del Colle
nm0244599,Eugenio Duse
nm0755351,Umberto Sacripante
nm0210191,Pierre De Matteis
nm9380345,Carlo Beenakker
nm0599973,Antonio Monti
nm0868910,Edoardo Torricella
nm0460906,Fuzzy Knight
nm0548270,Michael Mark
nm5474301,Gabriella Biagini
nm0746279,Marcella Rovena
nm0672967,Hélène Perdrière
nm0812765,Olga Solbelli
nm0217355,Bianca Della Corte
nm0672496,Nico Pepe
nm0276433,Aurelio Fierro
nm0045335,Olaf Bach
nm0173240,Frank Colson
nm0546491,Elodia Maresca
nm2756868,Tina Rinaldi
nm2709440,Ugone Di Sandro
nm1509068,Franca Vella
nm0221008,Flore Deschamps
nm1505360,Anna Maria Dionisi
nm0591122,Carlo Minello
nm3925736,Eduardo Di Persis
nm0771938,Gemma Schirato
nm0267249,Oreste Fares
nm0073318,Anita Berber
nm0518419,Mario Lombardini
nm0842877,Margaret Swope
nm0197966,Odoardo Dall'aglio
nm0688762,Isa Pola
nm0452209,Mary Kid
nm0884134,Osvaldo Valenti
nm1302467,Gino Soldarelli
nm0493982,Guido Lazzarini
nm1508973,Fernanda Salvi
nm0687958,Rossana Podestà
nm1912838,Lucia Tosti
nm0815433,Ann Sothern
nm1816742,Giorgio Villa
nm0525793,Folco Lulli
nm0275213,Gabriele Ferzetti
nm0708839,Salvatore Ferdinando Ramponi
nm1322115,Sergio Amato
nm0667946,Tatiana Pavoni
nm0626501,Hermann Nesselträger
nm1549379,Gina Grappasonni
nm2553258,Ferdinando Lanzerotti
nm0856422,Dante Testa
nm0685911,Giuliana Pitti
nm0021934,Giuseppe Almirante-Manzini
nm0162322,Luigi Cimara
nm0056593,Gianfranco Barra
nm0812172,Gisella Sofio
nm0580992,Maurizio Merli
nm0549476,Hilde Maroff
nm1524080,Giuseppe Majone Diaz
nm0292077,Bill Fraser
nm0911354,Aleardo Ward
nm0478151,Friedrich Kühne
nm1843936,Jane Sprague
nm2016569,Mila Bernard
nm0899523,Natalie Visart
nm0579615,Alfredo Menichelli
nm0136227,Ugo Carboni
nm0889658,Alfredo Varelli
nm0658646,Carlo Palmucci
nm1364765,Andrea Volo
nm0952796,Elio Zamuto
nm0436209,Erwin Kalser
nm0678028,Alfio Petrini
nm6685498,Tamara Moltanoff
nm0202688,Edoardo Davesnes
nm1275187,Marina Como
nm0727826,Riccardo Rioli
nm0754638,Giovanni Sabbatini
nm1216205,Madeleine Céliat
nm0181298,Nada Cortese
nm0000134,Robert De Niro
nm1522679,Francesco Casaleggio
nm0217303,Claudia Dell
nm0762531,Valeria Sanfilippo
nm0139214,Memmo Carotenuto
nm1168175,Gino Turchi
nm0347389,Pierre de Guingand
nm0527379,Lelio Luttazzi
nm0063379,Ugo Bazzini
nm0192076,Mico Cundari
nm0087704,Alessandro Blasetti
nm1023820,Alex Jordan
nm0117877,Pier Paola Bucchi
nm0585785,Hans Mierendorff
nm0017628,Mari Aldon
nm5403319,Romano Masieri
nm1403175,Bruno Persa
nm1291814,Laura Darville
nm0323010,Enrico Glori
nm1295234,Renato Trento
nm0341697,Joan Griffiths
nm0846583,Renato Tagliani
nm0663286,Mario Parpagnoli
nm0869799,Renato Tovaglieri
nm1855406,Francesco Sormani
nm0302958,Pina Gallini
nm1284256,Josef Rounitch
nm3226797,Vivaldo Matteoni
nm0542143,Riccardo Mangano
nm0362631,Frank Hardy
nm1914558,Umberto De Rosa
nm0613538,Lia Murano
nm0591873,Gentile Miotti
nm0670271,Heinrich Peer
nm1994905,Umberto Maestri
nm0555807,Franca Marzi
nm0575299,Gianni Meccia
nm0535953,Ethel Maggi
nm0173920,Mathilde Comont
nm0869145,Romilde Toschi
nm2360363,Robert Boelke
nm0019124,Giulio Alfieri
nm2716526,Elisa Grassi-Nicola
nm0900299,Salvador Vives
nm0024362,Adriano Ambrogi
nm0345436,Umberto Guarracino
nm0340872,Mizi Griebl
nm0214243,André Deed
nm1055183,Bovi Campeggi
nm0000765,Pier Angeli
nm0768865,Umberto Scalpellini
nm0865580,Darix Togni
nm0612568,Francesco Mulé
nm1550637,Ketty Maya
nm0137107,Léonce Cargue
nm0545644,Gilda Marchiò
nm0545643,Fanny Marchiò
nm0771908,Tito Schipa
nm0269467,Giorgio Favretto
nm5394112,Anna D'Offizi
nm1299878,Greta Herbert
nm0231878,Giulio Donadio
nm0696985,Kate Price
nm0622036,Mario Nasthasio
nm5711660,Helmuth Krauß
nm0096330,Lyda Borelli
nm6685435,Lino Fumagalli
nm0138409,Maria Carmi
nm0659461,Corrado Pani
nm0350600,Olga Gzovskaya
nm0125657,Silvana Buzzo
nm0711566,Mikhail Rasumny
nm1301557,Leone Papa
nm1258590,Sidney Suberly
nm0896276,Antonio Vidal
nm0812453,Vladimir Sokoloff
nm1293562,Silvia Maitre
nm0950019,Roland Young
nm0496473,Francis Lederer
nm0092852,Suzy Boldès
nm2676117,Indo Garrone
nm1015348,Mario Nocerini
nm0846087,Victor Tabournot
nm0208538,Myriam De Gaudi
nm0196319,Ornella Da Vasto
nm0286097,Maria Forescu
nm0000036,Buster Keaton
nm1298541,Giorgio Caracciolo
nm0149085,Ugo Ceseri
nm0656034,Bartolomeo Pagano
nm0321405,Micaela Giustiani
nm0300388,Gabriel Gabrio
nm0993131,Nicoletta Languasco
nm1291774,Giuletta D'Arienzo
nm0832011,Lewis Stone
nm0021933,Mario Almirante
nm2681724,Ennio Majani
nm0723236,Orlando Ricci
nm1929790,Anni Timm
nm0678891,Leo Peukert
nm0636494,Max Nosseck
nm0518352,Carlo Lombardi
nm0876121,Pamela Tudor
nm1294580,Giuseppe Ronco
nm1015278,Armando Michettoni
nm1302222,Savi
nm5403213,Torivio Travaglini
nm0122817,Neal Burns
nm1516021,Isabella Quaranta
nm0896424,Emilia Vidali
nm0599341,Davide Montemurri
nm0133153,Carlo Campogalliani
nm1283828,Edouard Micheroux de Dillon
nm0767486,Gilberte Savary
nm0675160,Lee Parry
nm0603065,Gigetta Morano
nm0290377,Betty Francisco
nm0094393,Marina Bonfigli
nm0361001,Max Hansen
nm0278006,James Finlayson
nm0590268,Milly
nm0884388,Rudolph Valentino
nm0227573,Nini Dinelli
nm0125626,Gino Buzzanca
nm0315651,Anna Maria Gherardi
nm1435527,Carlo Gervasio
nm0816737,Erminio Spalla
